,GarageType = Attchd,GarageType = Detchd,GarageType = BuiltIn,GarageType = CarPort,GarageType = Basment,GarageType = 2Types,GarageType = No_Garage,GarageFinish = RFn,GarageFinish = Unf,GarageFinish = Fin,GarageFinish = No_Garage,BsmtQual = Gd,BsmtQual = TA,BsmtQual = Ex,BsmtQual = Fa,BsmtQual = No Basement,BsmtFinType1 = GLQ,BsmtFinType1 = ALQ,BsmtFinType1 = Unf,BsmtFinType1 = Rec,BsmtFinType1 = BLQ,BsmtFinType1 = LwQ,BsmtFinType1 = No Basement,ExterQual = Gd,ExterQual = TA,ExterQual = Ex,ExterQual = Fa,KitchenQual = Gd,KitchenQual = TA,KitchenQual = Ex,KitchenQual = Fa,Foundation = PConc,Foundation = CBlock,Foundation = BrkTil,Foundation = Wood,Foundation = Slab,Foundation = Stone,HeatingQC = Ex,HeatingQC = Gd,HeatingQC = TA,HeatingQC = Fa,HeatingQC = Po,MasVnrType = BrkFace,MasVnrType = None,MasVnrType = Stone,MasVnrType = BrkCmn,Id,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,Hood_X,Hood_Y,NhMedGrThan,Neighborhood,SalePrice
685,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,685,7,2090,2,577,1190,1190,2,6,1984,42.0590794,-93.6345917,250000,StoneBr,207500
686,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,686,7,1761,2,578,874,874,3,7,2007,42.0513008,-93.6441328,200000,Somerst,227875
687,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,687,7,1102,2,480,551,551,2,4,2004,42.0513008,-93.6441328,200000,Somerst,148800
688,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,688,8,1419,2,567,1419,1419,2,7,2007,42.0590794,-93.6345917,250000,StoneBr,392000
689,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,689,6,1362,2,460,1362,1362,2,6,2005,42.0602355,-93.64982195100859,300000,NridgHt,194700
690,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,690,6,848,2,420,848,848,1,3,2004,42.015434,-93.6685882,150000,CollgCr,141000
691,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,691,10,4316,3,832,2444,2444,3,10,1994,42.0602355,-93.64982195100859,300000,NoRidge,755000
692,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,692,7,2519,2,628,1210,1238,2,9,1989,41.999613000000004,-93.649627,200000,Timber,335000
693,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,693,5,1073,1,326,1073,1073,1,4,1921,42.0290131428571,-93.61418499999999,100000,OldTown,108480
694,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,694,5,1539,2,576,927,1067,1,5,1936,42.026770299999995,-93.6170554,100000,BrkSide,141500
695,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,695,6,1137,2,551,1112,1137,2,5,1987,41.999613000000004,-93.649627,200000,Timber,176000
696,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,696,5,616,1,205,616,616,1,4,1921,42.026770299999995,-93.6170554,100000,BrkSide,89000
697,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,697,5,1148,1,308,980,1148,1,6,1952,42.015945,-93.6856328,100000,Edwards,123500
698,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,698,5,894,1,336,894,894,1,5,1965,42.025818900000004,-93.6685531,100000,Sawyer,138500
699,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,699,7,1391,2,530,1391,1391,2,5,2004,42.0513008,-93.6441328,200000,Somerst,196000
700,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,700,8,1800,3,765,1800,1800,2,7,2002,41.999613000000004,-93.649627,200000,Timber,312500
701,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,701,7,1164,2,528,1164,1164,1,6,1969,42.0150957,-93.69798309999999,150000,NWAmes,140000
702,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,702,8,2576,3,666,1234,1264,2,10,2006,42.0590794,-93.6345917,250000,StoneBr,361919
703,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,703,5,1812,2,672,360,1032,2,8,1900,42.0290131428571,-93.61418499999999,100000,OldTown,140000
704,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,704,7,1484,2,606,1473,1484,2,7,2004,42.015434,-93.6685882,150000,CollgCr,213000
705,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,705,4,1092,0,0,0,372,2,7,1930,42.022697408389,-93.6019325630406,100000,IDOTRR,55000
706,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,706,7,1824,2,739,1643,1824,2,5,1971,42.029666999999996,-93.6596334,200000,ClearCr,302000
707,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,707,8,1324,2,550,1324,1324,2,6,2006,42.0602355,-93.64982195100859,300000,NridgHt,254000
708,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,708,7,1456,2,400,728,728,2,8,2007,42.074257700000004,-93.6544632306114,150000,Gilbert,179540
709,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,709,5,904,1,408,876,904,1,6,1966,42.025818900000004,-93.6685531,100000,Sawyer,109900
710,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,710,3,729,0,0,270,729,1,5,1935,42.026770299999995,-93.6170554,100000,BrkSide,52000
711,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,711,4,1178,1,384,859,859,1,7,1900,42.022697408389,-93.6019325630406,100000,IDOTRR,102776
712,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,712,8,1228,2,472,1228,1228,2,5,1988,42.0590794,-93.6345917,250000,StoneBr,189000
713,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,713,4,960,2,576,960,960,1,6,1970,42.026770299999995,-93.6170554,100000,BrkSide,129000
714,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,714,6,1479,2,475,725,725,2,6,1976,42.025818900000004,-93.6685531,100000,Sawyer,130500
715,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,715,6,1350,2,478,1064,1350,2,7,1974,42.0150957,-93.69798309999999,150000,NWAmes,165000
716,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,716,7,2554,2,704,718,1576,1,8,1890,42.0290131428571,-93.61418499999999,100000,OldTown,159500
717,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,717,5,1178,2,439,1176,1178,1,5,1973,42.0150957,-93.69798309999999,150000,NWAmes,157000
718,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,718,7,2418,3,983,1311,1325,2,9,1993,42.0602355,-93.64982195100859,300000,NoRidge,341000
719,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,719,5,971,1,300,971,971,1,5,1969,42.015434,-93.6685882,150000,CollgCr,128500
720,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,720,8,1742,2,564,1742,1742,2,5,1985,42.0590794,-93.6345917,250000,StoneBr,275000
721,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,721,6,848,2,420,848,848,1,3,2004,42.015434,-93.6685882,150000,CollgCr,143000
722,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,722,4,864,2,463,864,864,1,5,1970,42.0150957,-93.69798309999999,100000,NAmes,124500
723,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,723,4,1470,1,548,941,997,2,7,1954,42.015945,-93.6856328,100000,Edwards,135000
724,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,724,9,1698,3,768,1698,1698,2,8,2007,42.015945,-93.6856328,100000,Edwards,320000
725,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,725,4,864,2,660,864,864,1,5,1970,42.0150957,-93.69798309999999,100000,NAmes,120500
726,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,726,6,1680,2,540,880,1680,2,5,1988,42.0188970439511,-93.64860285282259,200000,Crawfor,222000
727,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,727,7,1232,2,632,1232,1232,2,6,2007,42.015434,-93.6685882,150000,CollgCr,194500
728,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,728,5,1776,3,888,1584,1776,2,9,1958,42.0150957,-93.69798309999999,100000,NAmes,110000
729,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,729,4,1208,2,539,780,848,1,5,1925,42.022697408389,-93.6019325630406,100000,IDOTRR,103000
730,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,730,8,1616,2,608,1595,1616,2,5,1995,42.0590794,-93.6345917,250000,StoneBr,236500
731,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,731,7,1146,2,438,868,1146,2,6,2003,41.999613000000004,-93.649627,200000,Timber,187500
732,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,732,7,2031,2,541,1153,1153,2,8,1998,42.015434,-93.6685882,150000,CollgCr,222500
733,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,733,5,1144,1,264,864,1144,1,6,1961,42.025818900000004,-93.6685531,100000,Sawyer,131400
734,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,734,5,948,1,300,948,948,1,6,1968,42.025818900000004,-93.6685531,100000,Sawyer,108000
735,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,735,7,1768,2,320,880,880,1,6,1914,42.0290131428571,-93.61418499999999,100000,OldTown,163000
736,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,736,3,1040,2,400,0,1040,2,6,1950,42.0150957,-93.69798309999999,100000,NAmes,93500
737,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,737,8,1801,3,800,893,901,2,8,2005,42.074257700000004,-93.6544632306114,150000,Gilbert,239900
738,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,738,5,1200,0,0,1200,1200,3,5,1987,42.015945,-93.6856328,100000,Edwards,179000
739,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,739,7,1728,2,572,864,864,2,7,2004,42.015434,-93.6685882,150000,CollgCr,190000
740,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,740,5,1432,2,360,264,768,2,7,1910,42.0290131428571,-93.61418499999999,100000,OldTown,132000
741,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,741,6,912,1,288,912,912,1,5,1961,42.025818900000004,-93.6685531,100000,Sawyer,142000
742,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,742,7,1349,2,539,1349,1349,2,6,2000,42.025818900000004,-93.6685531,150000,SawyerW,179000
743,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,743,5,1464,2,480,520,1464,2,6,1963,42.025818900000004,-93.6685531,100000,Sawyer,175000
744,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,744,8,1337,2,462,1337,1337,2,5,1993,42.0590794,-93.6345917,250000,StoneBr,180000
745,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,745,8,2715,2,831,1142,1175,3,11,1976,42.0150957,-93.69798309999999,150000,NWAmes,299800
746,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,746,7,2256,2,554,952,980,2,8,2000,42.074257700000004,-93.6544632306114,150000,Gilbert,236000
747,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,747,7,2640,4,864,1240,1320,1,8,1880,42.0290131428571,-93.61418499999999,100000,OldTown,265979
748,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,748,7,1720,2,527,1720,1720,2,7,1996,42.0602355,-93.64982195100859,300000,NoRidge,260400
749,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,749,4,1529,1,240,0,1088,2,9,1945,42.015945,-93.6856328,100000,Edwards,98000
750,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,750,4,1140,0,0,576,792,1,7,1910,42.0290131428571,-93.61418499999999,100000,OldTown,96500
751,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,751,7,1320,2,400,660,660,2,6,2003,42.074257700000004,-93.6544632306114,150000,Gilbert,162000
752,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,752,6,1494,2,576,1479,1494,2,6,1997,42.015434,-93.6685882,150000,CollgCr,217000
753,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,753,8,2098,3,878,1030,1038,2,8,2005,42.0602355,-93.64982195100859,300000,NridgHt,275500
754,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,754,6,1026,2,440,1026,1026,1,5,1969,42.0150957,-93.69798309999999,100000,NAmes,156000
755,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,755,6,1471,2,440,729,742,2,6,1999,42.0513008,-93.6441328,200000,Somerst,172500
756,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,756,8,1768,2,578,866,866,2,7,2007,42.015434,-93.6685882,150000,CollgCr,212000
757,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,757,6,1386,2,440,672,672,2,6,1978,42.025818900000004,-93.6685531,100000,Sawyer,158900
758,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,758,7,1501,2,440,744,757,2,6,1999,42.0513008,-93.6441328,200000,Somerst,179400
759,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,759,8,2531,3,752,1318,1328,2,9,1995,42.0602355,-93.64982195100859,300000,NoRidge,290000
760,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,760,6,864,1,300,864,864,1,5,1959,42.0150957,-93.69798309999999,100000,NAmes,127500
761,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,761,5,1301,2,440,1145,1301,1,5,1924,42.026770299999995,-93.6170554,100000,BrkSide,100000
762,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,762,7,1547,2,614,756,764,2,7,2009,42.0513008,-93.6441328,200000,Somerst,215200
763,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,763,8,2365,3,856,1252,1268,2,8,1999,42.0602355,-93.64982195100859,300000,NoRidge,337000
764,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,764,8,1494,2,481,1494,1494,1,6,1995,42.037955700000005,-93.6507657718236,200000,Veenker,270000
765,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,765,9,1506,2,592,1498,1506,2,6,2008,42.0513008,-93.6441328,200000,Somerst,264132
766,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,766,7,1714,2,496,980,980,2,7,1988,42.0150957,-93.69798309999999,150000,NWAmes,196500
767,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,767,6,1750,1,423,983,983,2,7,1940,41.991126348388704,-93.60001159660851,150000,Mitchel,160000
768,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,768,7,1836,2,484,1860,1836,2,8,2004,42.015434,-93.6685882,150000,CollgCr,216837
769,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,769,8,3279,3,841,1650,1690,3,12,2003,42.0590794,-93.6345917,250000,StoneBr,538000
770,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,770,5,858,2,576,858,858,1,5,1982,42.025818900000004,-93.6685531,100000,Sawyer,134900
771,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,771,4,1220,2,396,836,1220,1,6,1951,42.015945,-93.6856328,100000,Edwards,102000
772,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,772,6,1117,2,672,1029,1117,1,6,1976,42.015945,-93.6856328,100000,Edwards,107000
773,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,773,5,912,1,275,912,912,1,5,1958,42.0150957,-93.69798309999999,100000,NAmes,114500
774,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,774,8,1973,3,895,1935,1973,2,9,2006,42.0602355,-93.64982195100859,300000,NridgHt,395000
775,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,775,6,1204,2,412,1204,1204,2,5,1998,41.991126348388704,-93.60001159660851,150000,Mitchel,162000
776,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,776,7,1614,3,865,1614,1614,2,7,2005,42.015434,-93.6685882,150000,CollgCr,221500
777,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,777,5,894,2,440,864,894,1,5,1974,42.025818900000004,-93.6685531,100000,Sawyer,142500
