"GarageType = Attchd","GarageType = Detchd","GarageType = BuiltIn","GarageType = CarPort","GarageType = Basment","GarageType = 2Types","GarageType = No_Garage","GarageFinish = RFn","GarageFinish = Unf","GarageFinish = Fin","GarageFinish = No_Garage","BsmtQual = Gd","BsmtQual = TA","BsmtQual = Ex","BsmtQual = Fa","BsmtQual = No Basement","BsmtFinType1 = GLQ","BsmtFinType1 = ALQ","BsmtFinType1 = Unf","BsmtFinType1 = Rec","BsmtFinType1 = BLQ","BsmtFinType1 = LwQ","BsmtFinType1 = No Basement","ExterQual = Gd","ExterQual = TA","ExterQual = Ex","ExterQual = Fa","KitchenQual = Gd","KitchenQual = TA","KitchenQual = Ex","KitchenQual = Fa","Foundation = PConc","Foundation = CBlock","Foundation = BrkTil","Foundation = Wood","Foundation = Slab","Foundation = Stone","HeatingQC = Ex","HeatingQC = Gd","HeatingQC = TA","HeatingQC = Fa","HeatingQC = Po","MasVnrType = BrkFace","MasVnrType = None","MasVnrType = Stone","MasVnrType = BrkCmn","Id","OverallQual","GrLivArea","GarageCars","GarageArea","TotalBsmtSF","1stFlrSF","FullBath","TotRmsAbvGrd","YearBuilt","Hood_X","Hood_Y","NhMedGrThan","Neighborhood","SalePrice"
"true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false",643,5,1620,2,462,780,780,2,7,1969,42.0150957,-93.6979831,150000,"NWAmes",152000
"true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false",644,9,1766,3,478,1766,1766,2,7,2009,42.0513008,-93.6441328,200000,"Somerst",370878
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false",645,6,981,2,576,981,981,1,5,1971,42.0150957,-93.6979831,100000,"NAmes",143250
"false","true","false","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","false","true","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false",646,5,1048,2,420,0,1048,1,7,1950,42.0150957,-93.6979831,100000,"NAmes",98300
"true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false",647,6,1094,2,495,1094,1094,1,5,1953,42.015945,-93.6856328,100000,"Edwards",155000
"true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false","false",648,6,1839,2,442,756,1051,1,7,1966,42.0150957,-93.6979831,100000,"NAmes",155000
"false","false","false","false","false","false","true","false","false","false","true","true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false",649,4,630,0,0,630,630,1,3,1970,42.0267703,-93.6170554,0,"MeadowV",84500
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",650,7,1665,2,562,813,822,2,7,2007,42.0513008,-93.6441328,200000,"Somerst",205950
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false",651,4,1510,1,296,755,755,1,7,1940,42.015945,-93.6856328,100000,"Edwards",108000
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",652,7,1716,2,512,880,909,2,7,1996,42.015434,-93.6685882,150000,"CollgCr",191000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false",653,6,1469,1,216,756,756,1,7,1906,42.022697408389,-93.6019325630406,100000,"IDOTRR",135000
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",654,8,2113,3,839,2109,2113,2,7,1995,42.0602355,-93.6498219510086,300000,"NoRidge",350000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false","false",655,6,1092,1,264,525,525,1,6,1971,42.051736,-93.628117,100000,"BrDale",88000
"true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false",656,5,1053,1,312,1053,1053,1,5,1959,42.0150957,-93.6979831,100000,"NAmes",145500
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false",657,7,1502,1,270,776,851,1,6,1931,42.0188970439511,-93.6486028528226,200000,"Crawfor",149000
"true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false",658,6,1458,1,330,912,912,1,6,1948,42.0150957,-93.6979831,100000,"NAmes",97500
"false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",659,5,1486,2,480,1486,1486,1,7,1964,42.015945,-93.6856328,100000,"Edwards",167000
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false","false",660,7,1935,2,550,793,1142,2,7,1976,42.0150957,-93.6979831,150000,"NWAmes",197900
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",661,8,2448,3,711,1629,1686,2,8,1994,42.0602355,-93.6498219510086,300000,"NoRidge",402000
"true","false","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false",662,6,1392,2,576,1392,1392,1,5,1968,42.0150957,-93.6979831,100000,"NAmes",110000
"false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false",663,4,1181,2,588,1138,1181,2,6,1972,42.015945,-93.6856328,100000,"Edwards",137500
"true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",664,8,2097,3,1134,2077,2097,1,8,2005,42.0513008,-93.6441328,200000,"Somerst",423000
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",665,8,1936,2,504,1406,1454,2,7,2000,42.0742577,-93.6544632306114,150000,"Gilbert",230500
"false","false","false","true","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","true",666,6,2380,2,596,1021,1465,2,7,1965,42.0150957,-93.6979831,100000,"NAmes",129000
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",667,6,1679,2,575,1408,1679,2,7,1994,42.0258189,-93.6685531,150000,"SawyerW",193500
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false",668,5,1437,2,576,1188,1437,1,6,1956,42.0258189,-93.6685531,100000,"Sawyer",168000
"false","true","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false",669,4,1180,1,252,700,1180,1,5,1922,42.0188970439511,-93.6486028528226,200000,"Crawfor",137500
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",670,6,1476,2,540,738,738,2,7,2005,42.015434,-93.6685882,150000,"CollgCr",173500
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false",671,6,1369,1,300,672,697,2,6,1925,42.015945,-93.6856328,100000,"Edwards",103600
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false",672,6,1208,2,546,1208,1208,1,6,1977,42.0379557,-93.6507657718236,200000,"Veenker",165000
"true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",673,6,1839,2,416,1477,1839,2,7,1957,42.0188970439511,-93.6486028528226,200000,"Crawfor",257500
"true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false",674,6,1136,1,384,1136,1136,1,5,1965,42.0150957,-93.6979831,100000,"NAmes",140000
"true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false",675,6,1441,2,440,855,855,2,7,1978,42.0500264663215,-93.6270502836788,100000,"NPkVill",148500
"false","false","false","false","false","true","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false",676,4,1774,3,779,1095,1095,2,8,1900,42.0290131428571,-93.614185,100000,"OldTown",87000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false",677,5,792,1,240,768,792,1,5,1924,42.0290131428571,-93.614185,100000,"OldTown",109500
"true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false",678,8,2046,3,834,2046,2046,2,7,2008,42.0590794,-93.6345917,250000,"StoneBr",372500
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false","false",679,5,988,2,572,988,988,1,5,1961,42.0258189,-93.6685531,100000,"Sawyer",128500
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false",680,6,923,1,264,923,923,2,5,1980,42.0258189,-93.6685531,150000,"SawyerW",143000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false",681,5,1520,1,281,793,848,1,6,1932,42.0209321,-93.656672,100000,"SWISU",159434
"true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",682,6,1291,2,431,1291,1291,1,6,1996,42.029667,-93.6596334,200000,"ClearCr",173000
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false",683,9,1668,3,702,1626,1668,2,7,2002,42.015434,-93.6685882,150000,"CollgCr",285000
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false",684,7,1839,2,486,1195,1195,2,7,1998,42.0602355,-93.6498219510086,300000,"NoRidge",221000
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false",685,7,2090,2,577,1190,1190,2,6,1984,42.0590794,-93.6345917,250000,"StoneBr",207500
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",686,7,1761,2,578,874,874,3,7,2007,42.0513008,-93.6441328,200000,"Somerst",227875
"false","true","false","false","false","false","false","false","true","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",687,7,1102,2,480,551,551,2,4,2004,42.0513008,-93.6441328,200000,"Somerst",148800
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",688,8,1419,2,567,1419,1419,2,7,2007,42.0590794,-93.6345917,250000,"StoneBr",392000
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false",689,6,1362,2,460,1362,1362,2,6,2005,42.0602355,-93.6498219510086,300000,"NridgHt",194700
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",690,6,848,2,420,848,848,1,3,2004,42.015434,-93.6685882,150000,"CollgCr",141000
"true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",691,10,4316,3,832,2444,2444,3,10,1994,42.0602355,-93.6498219510086,300000,"NoRidge",755000
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",692,7,2519,2,628,1210,1238,2,9,1989,41.999613,-93.649627,200000,"Timber",335000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false",693,5,1073,1,326,1073,1073,1,4,1921,42.0290131428571,-93.614185,100000,"OldTown",108480
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false",694,5,1539,2,576,927,1067,1,5,1936,42.0267703,-93.6170554,100000,"BrkSide",141500
"true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false",695,6,1137,2,551,1112,1137,2,5,1987,41.999613,-93.649627,200000,"Timber",176000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false",696,5,616,1,205,616,616,1,4,1921,42.0267703,-93.6170554,100000,"BrkSide",89000
"false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false",697,5,1148,1,308,980,1148,1,6,1952,42.015945,-93.6856328,100000,"Edwards",123500
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false",698,5,894,1,336,894,894,1,5,1965,42.0258189,-93.6685531,100000,"Sawyer",138500
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",699,7,1391,2,530,1391,1391,2,5,2004,42.0513008,-93.6441328,200000,"Somerst",196000
"true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",700,8,1800,3,765,1800,1800,2,7,2002,41.999613,-93.649627,200000,"Timber",312500
"true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false","false",701,7,1164,2,528,1164,1164,1,6,1969,42.0150957,-93.6979831,150000,"NWAmes",140000
"false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",702,8,2576,3,666,1234,1264,2,10,2006,42.0590794,-93.6345917,250000,"StoneBr",361919
"false","true","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false",703,5,1812,2,672,360,1032,2,8,1900,42.0290131428571,-93.614185,100000,"OldTown",140000
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",704,7,1484,2,606,1473,1484,2,7,2004,42.015434,-93.6685882,150000,"CollgCr",213000
"false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","true","false","false",705,4,1092,0,0,0,372,2,7,1930,42.022697408389,-93.6019325630406,100000,"IDOTRR",55000
"true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false",706,7,1824,2,739,1643,1824,2,5,1971,42.029667,-93.6596334,200000,"ClearCr",302000
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",707,8,1324,2,550,1324,1324,2,6,2006,42.0602355,-93.6498219510086,300000,"NridgHt",254000
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",708,7,1456,2,400,728,728,2,8,2007,42.0742577,-93.6544632306114,150000,"Gilbert",179540
"true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false","false","true",709,5,904,1,408,876,904,1,6,1966,42.0258189,-93.6685531,100000,"Sawyer",109900
"false","false","false","false","false","false","true","false","false","false","true","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false",710,3,729,0,0,270,729,1,5,1935,42.0267703,-93.6170554,100000,"BrkSide",52000
"false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false",711,4,1178,1,384,859,859,1,7,1900,42.022697408389,-93.6019325630406,100000,"IDOTRR",102776
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false",712,8,1228,2,472,1228,1228,2,5,1988,42.0590794,-93.6345917,250000,"StoneBr",189000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false","false",713,4,960,2,576,960,960,1,6,1970,42.0267703,-93.6170554,100000,"BrkSide",129000
"true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false",714,6,1479,2,475,725,725,2,6,1976,42.0258189,-93.6685531,100000,"Sawyer",130500
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false","false",715,6,1350,2,478,1064,1350,2,7,1974,42.0150957,-93.6979831,150000,"NWAmes",165000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false",716,7,2554,2,704,718,1576,1,8,1890,42.0290131428571,-93.614185,100000,"OldTown",159500
"true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false",717,5,1178,2,439,1176,1178,1,5,1973,42.0150957,-93.6979831,150000,"NWAmes",157000
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",718,7,2418,3,983,1311,1325,2,9,1993,42.0602355,-93.6498219510086,300000,"NoRidge",341000
"true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false",719,5,971,1,300,971,971,1,5,1969,42.015434,-93.6685882,150000,"CollgCr",128500
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false",720,8,1742,2,564,1742,1742,2,5,1985,42.0590794,-93.6345917,250000,"StoneBr",275000
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",721,6,848,2,420,848,848,1,3,2004,42.015434,-93.6685882,150000,"CollgCr",143000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false",722,4,864,2,463,864,864,1,5,1970,42.0150957,-93.6979831,100000,"NAmes",124500
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",723,4,1470,1,548,941,997,2,7,1954,42.015945,-93.6856328,100000,"Edwards",135000
"true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false",724,9,1698,3,768,1698,1698,2,8,2007,42.015945,-93.6856328,100000,"Edwards",320000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false",725,4,864,2,660,864,864,1,5,1970,42.0150957,-93.6979831,100000,"NAmes",120500
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false",726,6,1680,2,540,880,1680,2,5,1988,42.0188970439511,-93.6486028528226,200000,"Crawfor",222000
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false",727,7,1232,2,632,1232,1232,2,6,2007,42.015434,-93.6685882,150000,"CollgCr",194500
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false","false",728,5,1776,3,888,1584,1776,2,9,1958,42.0150957,-93.6979831,100000,"NAmes",110000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false",729,4,1208,2,539,780,848,1,5,1925,42.022697408389,-93.6019325630406,100000,"IDOTRR",103000
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",730,8,1616,2,608,1595,1616,2,5,1995,42.0590794,-93.6345917,250000,"StoneBr",236500
"true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",731,7,1146,2,438,868,1146,2,6,2003,41.999613,-93.649627,200000,"Timber",187500
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",732,7,2031,2,541,1153,1153,2,8,1998,42.015434,-93.6685882,150000,"CollgCr",222500
"true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false",733,5,1144,1,264,864,1144,1,6,1961,42.0258189,-93.6685531,100000,"Sawyer",131400
"true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false",734,5,948,1,300,948,948,1,6,1968,42.0258189,-93.6685531,100000,"Sawyer",108000
"false","true","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false",735,7,1768,2,320,880,880,1,6,1914,42.0290131428571,-93.614185,100000,"OldTown",163000
"false","true","false","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","false","true","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false",736,3,1040,2,400,0,1040,2,6,1950,42.0150957,-93.6979831,100000,"NAmes",93500
