,SalePrice,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,Neighborhood,ExterQual,KitchenQual,BsmtQual,GarageFinish,Foundation,HeatingQC,GarageType,MasVnrType,BsmtFinType1
414,228000,7,2097,3,678,1080,1080,2,9,1993,SawyerW,Gd,Gd,Gd,Unf,PConc,Ex,Attchd,None,BLQ
415,181134,7,1340,2,396,1340,1340,2,6,2007,Gilbert,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,None,GLQ
416,149500,6,1400,2,440,672,672,1,6,1978,Sawyer,TA,TA,TA,Fin,CBlock,TA,Attchd,BrkFace,ALQ
417,239000,6,2624,3,864,1370,1370,2,10,1918,Crawfor,TA,TA,Gd,Unf,BrkTil,TA,Detchd,None,BLQ
418,126000,5,1134,1,240,756,756,1,7,1940,Edwards,TA,TA,TA,Unf,BrkTil,Fa,Detchd,None,ALQ
419,142000,5,1056,1,304,1056,1056,1,6,1968,NAmes,TA,TA,TA,Unf,CBlock,Ex,Attchd,None,BLQ
420,206300,7,1344,4,784,1344,1344,2,8,1997,Mitchel,TA,TA,Gd,Fin,PConc,Ex,Attchd,BrkFace,GLQ
421,215000,6,1602,2,529,1602,1602,2,8,1977,NWAmes,Gd,Gd,Gd,Fin,CBlock,Gd,Attchd,Stone,ALQ
422,113000,5,988,2,520,988,988,1,4,1954,Mitchel,TA,TA,TA,RFn,CBlock,Ex,Attchd,None,Unf
423,315000,8,2630,3,696,1470,1470,2,8,1998,NoRidge,Gd,Gd,Gd,Fin,PConc,Gd,Attchd,BrkFace,GLQ
424,139000,6,1196,1,297,1196,1196,1,6,1956,NAmes,TA,TA,Gd,RFn,CBlock,Gd,Attchd,BrkFace,LwQ
425,135000,7,1389,1,240,651,707,1,6,1946,OldTown,TA,TA,TA,Unf,CBlock,Gd,Detchd,None,Unf
426,275000,7,1644,2,569,1518,1644,2,5,1989,SawyerW,Gd,Gd,Gd,Fin,PConc,Gd,Attchd,BrkFace,GLQ
427,109008,4,907,1,352,907,907,1,5,1957,NAmes,TA,TA,TA,Unf,CBlock,Ex,Detchd,None,Rec
428,195400,7,1208,2,628,1208,1208,2,6,2007,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
429,175000,6,1412,2,576,1392,1412,2,6,1988,Timber,TA,Gd,Gd,Unf,CBlock,TA,Attchd,None,GLQ
430,85400,6,987,1,264,483,483,1,4,1971,BrDale,TA,TA,TA,Unf,CBlock,TA,Detchd,BrkFace,ALQ
431,79900,6,1198,0,0,901,1088,1,7,1920,OldTown,TA,TA,TA,,BrkTil,Gd,,None,Unf
432,122500,5,1365,2,440,765,765,1,6,1971,BrDale,TA,TA,TA,Unf,CBlock,Ex,Detchd,BrkFace,ALQ
433,181000,6,1604,2,470,926,926,2,7,1997,Gilbert,TA,TA,Gd,Fin,PConc,Ex,Attchd,None,Unf
434,81000,4,630,0,0,630,630,1,3,1972,MeadowV,TA,TA,Gd,,CBlock,Gd,,None,ALQ
435,212000,7,1661,2,550,799,827,2,6,1996,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,GLQ
436,116000,6,1118,2,440,648,734,1,6,1920,OldTown,TA,TA,Fa,Unf,BrkTil,TA,Detchd,None,Unf
437,119000,6,904,1,180,884,904,1,4,1926,BrkSide,Gd,TA,TA,Unf,PConc,Gd,Detchd,None,Unf
438,90350,5,694,1,352,440,694,1,4,1913,Crawfor,TA,Gd,TA,Unf,PConc,TA,Detchd,None,LwQ
439,110000,6,1196,2,528,684,684,1,7,1920,Edwards,TA,Gd,TA,Unf,BrkTil,Gd,Detchd,None,Unf
440,555000,10,2402,3,672,3094,2402,2,10,2008,NridgHt,Ex,Ex,Ex,Fin,PConc,Ex,Attchd,Stone,GLQ
441,118000,4,1440,0,0,1440,1440,2,8,1955,Edwards,TA,Fa,TA,,CBlock,TA,,BrkFace,ALQ
442,162900,5,1573,2,360,1078,1128,2,8,1930,BrkSide,TA,TA,TA,Unf,PConc,TA,Detchd,None,Unf
443,172500,7,1258,3,648,1258,1258,2,6,2006,Blmngtn,Gd,Gd,Ex,Fin,PConc,Ex,Attchd,BrkFace,Unf
444,210000,7,1908,2,493,915,933,2,8,1994,CollgCr,Gd,Gd,Gd,Unf,PConc,Ex,Attchd,None,GLQ
445,127500,6,1689,2,480,1436,1689,1,7,1956,Edwards,TA,TA,TA,Unf,CBlock,Fa,Attchd,None,Unf
446,190000,6,1888,2,578,1517,1888,2,6,1966,NAmes,Gd,Gd,TA,Fin,CBlock,Ex,Attchd,None,ALQ
447,199900,7,1886,2,431,930,956,2,10,1998,Gilbert,Gd,Gd,Gd,Fin,PConc,Gd,Attchd,None,Unf
448,119500,6,1376,1,198,780,780,2,7,1937,IDOTRR,TA,TA,TA,Unf,BrkTil,TA,Detchd,None,Unf
449,120000,3,1183,1,308,649,679,1,6,1948,OldTown,TA,TA,TA,Unf,CBlock,Ex,Detchd,None,ALQ
450,110000,6,813,1,270,813,813,1,5,1930,OldTown,TA,Gd,TA,Unf,BrkTil,Ex,Detchd,None,Unf
451,280000,7,1533,2,576,1533,1533,2,5,1975,ClearCr,TA,Gd,Gd,Unf,CBlock,TA,Attchd,None,ALQ
452,204000,6,1756,2,422,872,888,2,7,1996,Timber,Gd,TA,Ex,Fin,PConc,Ex,Attchd,BrkFace,ALQ
453,210000,8,1590,2,676,768,786,2,6,2008,Somerst,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,Unf
454,188000,5,1728,2,560,1728,1728,2,8,1976,Mitchel,TA,TA,TA,Unf,CBlock,TA,Detchd,None,ALQ
455,175500,7,1242,2,528,1242,1242,1,6,1973,NWAmes,TA,TA,TA,Unf,CBlock,Fa,Attchd,BrkFace,ALQ
456,98000,5,1344,3,513,624,624,1,7,1916,OldTown,TA,TA,TA,Unf,BrkTil,Fa,Detchd,None,Unf
457,256000,4,1663,2,529,1364,1663,1,6,1954,ClearCr,TA,Gd,Gd,Fin,CBlock,Ex,Attchd,None,BLQ
458,161000,8,1666,1,228,588,833,1,7,1925,OldTown,TA,Gd,TA,Unf,PConc,Fa,Detchd,None,Unf
459,110000,5,1203,1,352,709,979,1,5,1950,BrkSide,TA,Gd,TA,Unf,CBlock,TA,Detchd,BrkCmn,LwQ
460,263435,8,1935,2,552,832,832,2,8,2009,Somerst,Gd,TA,Gd,Fin,PConc,Ex,BuiltIn,Stone,GLQ
461,155000,7,1135,2,576,560,575,1,6,1936,SWISU,Gd,Gd,Gd,RFn,PConc,Ex,Detchd,None,ALQ
462,62383,5,864,1,360,864,864,1,5,1965,Sawyer,TA,TA,TA,Unf,CBlock,Gd,Detchd,None,Rec
463,188700,6,1660,1,240,715,849,1,6,1934,Crawfor,TA,TA,TA,Unf,CBlock,Fa,Detchd,None,LwQ
464,124000,5,1040,0,0,1040,1040,2,5,1978,CollgCr,TA,TA,Gd,,CBlock,TA,,BrkFace,Rec
465,178740,7,1414,2,398,1375,1414,2,6,2004,Blmngtn,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,BrkFace,Unf
466,167000,7,1277,2,526,1277,1277,1,5,1970,NAmes,TA,TA,TA,Unf,CBlock,TA,Attchd,None,GLQ
467,146500,5,1644,1,312,728,888,1,7,1942,NAmes,TA,Gd,TA,Unf,CBlock,Ex,Attchd,Stone,LwQ
468,250000,8,1634,3,866,1626,1634,2,7,2006,NridgHt,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,Stone,Unf
469,187000,6,1710,2,506,832,832,2,7,1993,SawyerW,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
470,212000,8,1502,2,528,1488,1502,1,4,1985,StoneBr,Gd,Gd,Gd,RFn,PConc,TA,Attchd,None,GLQ
471,190000,7,1969,2,534,808,1161,2,8,1977,NWAmes,TA,TA,Gd,RFn,CBlock,TA,Attchd,None,Unf
472,148000,6,1072,2,525,547,1072,1,5,2005,Edwards,TA,TA,Gd,RFn,PConc,Ex,Basment,BrkFace,GLQ
473,440000,8,1976,3,908,1976,1976,2,7,2006,NridgHt,Gd,Gd,Ex,RFn,PConc,Ex,Attchd,BrkFace,GLQ
474,251000,8,1652,2,499,1494,1652,2,6,2000,StoneBr,Gd,Ex,Gd,RFn,PConc,Ex,Attchd,None,GLQ
475,132500,5,970,2,624,970,970,1,5,1963,Sawyer,TA,TA,TA,Unf,CBlock,TA,Detchd,None,GLQ
476,208900,6,1493,2,508,1478,1493,2,7,1997,CollgCr,TA,Gd,Gd,Fin,PConc,Ex,Attchd,BrkFace,GLQ
477,380000,9,2643,3,694,2153,2069,2,9,2006,NridgHt,Ex,Ex,Gd,Fin,PConc,Ex,BuiltIn,BrkFace,Unf
478,297000,8,1718,3,826,1705,1718,2,7,2007,CollgCr,Gd,Gd,Ex,RFn,PConc,Ex,Attchd,Stone,GLQ
479,89471,4,1131,2,672,907,1131,1,7,1937,OldTown,TA,TA,Fa,Unf,BrkTil,TA,Detchd,BrkCmn,Rec
480,326000,9,1850,3,772,1833,1850,2,8,2004,NridgHt,Gd,Gd,Ex,Fin,PConc,Ex,Attchd,BrkFace,GLQ
481,374000,9,1792,3,874,1792,1792,2,6,2003,NridgHt,Gd,Ex,Ex,Fin,PConc,Ex,Attchd,BrkFace,GLQ
482,155000,7,1826,1,164,910,916,1,7,1915,OldTown,Gd,Ex,TA,Unf,PConc,Ex,Attchd,None,ALQ
483,164000,6,1216,2,402,1216,1216,2,5,1998,Mitchel,TA,TA,Ex,Unf,PConc,Ex,Attchd,BrkFace,GLQ
484,132500,5,999,1,264,999,999,1,6,1962,Sawyer,TA,Gd,TA,Unf,CBlock,Gd,Detchd,None,ALQ
485,147000,5,1113,1,264,1113,1113,1,5,1950,NAmes,Gd,Gd,TA,Unf,CBlock,Gd,Attchd,None,ALQ
486,156000,5,1073,2,515,1073,1073,1,6,1965,NAmes,TA,TA,TA,RFn,CBlock,TA,Attchd,BrkFace,ALQ
487,175000,5,1484,2,487,1484,1484,2,7,1971,NWAmes,TA,TA,Gd,Unf,CBlock,Gd,Attchd,None,ALQ
488,160000,5,2414,2,520,954,1766,2,10,1900,OldTown,TA,TA,TA,Unf,CBlock,TA,Attchd,None,BLQ
489,86000,4,630,1,286,630,630,1,3,1970,MeadowV,TA,Gd,Gd,Unf,CBlock,TA,Attchd,None,GLQ
490,115000,5,1304,1,336,264,616,1,4,1976,MeadowV,TA,TA,Gd,Fin,PConc,TA,BuiltIn,None,Unf
491,133000,6,1578,1,240,806,958,1,5,1941,NAmes,TA,Fa,TA,Unf,CBlock,TA,Attchd,None,BLQ
492,172785,6,1456,2,429,728,728,2,8,2006,Gilbert,Gd,TA,Gd,RFn,PConc,Gd,Attchd,None,Unf
493,155000,5,1269,1,308,1269,1269,1,6,1960,NAmes,TA,TA,TA,Unf,CBlock,TA,Detchd,None,BLQ
494,91300,5,886,1,273,190,886,1,4,1938,OldTown,TA,TA,Fa,Unf,BrkTil,Gd,Attchd,None,Unf
495,34900,4,720,0,0,720,720,1,4,1920,IDOTRR,TA,TA,TA,,CBlock,TA,,None,Rec
496,430000,8,3228,2,546,3200,3228,3,10,1992,NoRidge,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,GLQ
497,184000,7,1820,1,240,1026,1133,2,8,1925,BrkSide,TA,TA,TA,Unf,PConc,Ex,Detchd,None,Rec
498,130000,5,899,1,288,864,899,1,5,1967,Sawyer,TA,Gd,TA,Fin,PConc,Ex,Attchd,BrkFace,ALQ
499,120000,5,912,1,297,912,912,1,5,1958,NAmes,TA,TA,TA,Fin,CBlock,Fa,Attchd,None,BLQ
500,113000,6,1218,1,264,672,672,1,7,1973,BrDale,TA,TA,TA,Unf,CBlock,TA,Detchd,BrkFace,BLQ
501,226700,7,1768,2,603,866,866,2,7,2005,Somerst,Gd,Gd,Gd,RFn,PConc,Gd,Attchd,None,GLQ
502,140000,5,1214,2,461,1214,1214,1,6,1965,Edwards,TA,TA,TA,Unf,CBlock,Ex,Detchd,None,ALQ
503,289000,7,1801,2,484,1501,1801,2,6,1959,Crawfor,TA,TA,TA,Fin,CBlock,TA,Attchd,None,ALQ
504,147000,6,1322,2,440,855,855,2,6,1974,NPkVill,TA,TA,TA,Unf,CBlock,TA,Attchd,None,ALQ
505,124500,5,1960,2,400,960,960,2,10,1952,OldTown,TA,TA,TA,Unf,CBlock,Gd,Detchd,BrkFace,Unf
506,215000,8,1911,2,471,777,1065,2,8,1993,SawyerW,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
507,208300,6,1218,2,676,1218,1218,2,4,2009,Somerst,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,None,GLQ
508,161000,7,1378,2,360,689,689,2,7,1928,OldTown,TA,Gd,TA,Unf,BrkTil,Ex,Detchd,None,Rec
509,124500,5,1041,1,270,1041,1041,1,6,1959,NAmes,TA,TA,TA,RFn,CBlock,Ex,Attchd,BrkFace,ALQ
510,164900,5,1363,1,288,1008,1363,1,6,1951,NAmes,Gd,TA,TA,Unf,CBlock,Ex,CarPort,BrkCmn,BLQ
511,202665,7,1368,2,474,1368,1368,2,6,2005,NridgHt,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,Stone,Unf
512,129900,5,864,2,624,864,864,1,5,1958,NAmes,TA,TA,TA,Unf,CBlock,TA,Detchd,None,BLQ
513,134000,6,1080,2,484,1084,1080,1,5,1983,Mitchel,TA,TA,TA,Unf,PConc,TA,Attchd,None,ALQ
514,96500,5,789,1,200,768,789,1,5,1926,Crawfor,TA,TA,TA,Unf,BrkTil,Fa,Detchd,None,Unf
515,402861,10,2020,3,900,2006,2020,2,9,2009,NridgHt,Ex,Ex,Ex,Fin,CBlock,Ex,Attchd,BrkFace,GLQ
516,158000,6,2119,2,583,689,1378,2,7,1972,NWAmes,TA,TA,TA,RFn,CBlock,TA,Attchd,BrkFace,Unf
517,265000,7,2344,3,889,1264,1277,2,7,1996,NoRidge,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,Unf
518,211000,6,1796,2,546,794,882,2,7,1998,CollgCr,TA,TA,Gd,RFn,PConc,Ex,Attchd,None,GLQ
519,234000,7,2080,1,282,1276,1276,1,9,1926,Crawfor,Gd,Gd,Gd,Unf,BrkTil,Ex,Detchd,None,Unf
520,106250,4,1294,0,0,0,694,2,7,1900,OldTown,TA,TA,,,BrkTil,TA,,None,
521,150000,6,1244,1,336,1244,1244,1,6,1957,NAmes,TA,TA,TA,Unf,CBlock,Ex,Attchd,None,Rec
522,159000,6,1664,2,420,1004,1004,2,7,1947,BrkSide,TA,TA,TA,Unf,CBlock,Ex,Detchd,None,ALQ
523,184750,10,4676,3,884,3138,3138,3,11,2007,Edwards,Ex,Ex,Ex,Fin,PConc,Ex,BuiltIn,Stone,GLQ
524,315750,7,2398,3,834,1379,1383,2,8,1996,NoRidge,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,BrkFace,GLQ
525,176000,7,1266,2,453,1257,1266,2,6,2005,Somerst,Gd,Gd,Gd,Unf,PConc,Ex,Attchd,None,Unf
526,132000,5,928,1,252,928,928,1,4,1956,NAmes,TA,TA,Gd,Unf,CBlock,TA,Attchd,None,Rec
527,446261,9,2713,3,858,1452,1476,2,11,2008,NridgHt,Ex,Ex,Ex,Fin,PConc,Ex,Attchd,Stone,GLQ
528,86000,4,605,0,0,528,605,1,5,1920,Edwards,TA,TA,TA,,BrkTil,Ex,,None,ALQ
529,200624,6,2515,2,484,2035,2515,3,9,1957,Crawfor,Gd,TA,TA,RFn,PConc,TA,Attchd,None,Rec
530,175000,6,1509,2,600,1461,1509,2,5,1988,Timber,Gd,Gd,Gd,RFn,CBlock,Ex,Attchd,BrkFace,GLQ
531,128000,6,1362,2,502,611,751,2,6,1920,BrkSide,TA,TA,Fa,Fin,BrkTil,Ex,Detchd,None,Unf
532,107500,5,827,1,392,0,827,1,5,1955,NAmes,TA,TA,,Unf,Slab,Ex,Detchd,None,
533,39300,1,334,0,0,0,334,1,2,1946,BrkSide,Fa,Fa,,,Slab,Fa,,None,
534,178000,8,1414,2,403,707,707,2,6,2004,Gilbert,Gd,Gd,Ex,Fin,PConc,Ex,Attchd,None,Unf
535,107500,5,1347,0,0,1117,820,1,5,1910,Edwards,TA,TA,Gd,,CBlock,TA,,None,GLQ
536,188000,7,1724,2,527,880,880,2,8,1998,CollgCr,TA,Gd,Gd,Fin,PConc,Ex,Attchd,None,Unf
537,111250,4,864,2,576,864,864,1,5,1972,NAmes,TA,TA,TA,Unf,CBlock,TA,Detchd,None,BLQ
538,158000,5,1159,1,336,1051,1159,1,7,1968,Sawyer,TA,TA,TA,Unf,CBlock,TA,Attchd,BrkFace,BLQ
539,272000,8,1601,2,670,1581,1601,2,6,2001,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
540,315000,9,1838,3,765,1838,1838,2,8,2006,Timber,Ex,Ex,Ex,Fin,PConc,Ex,Attchd,BrkFace,GLQ
541,248000,8,2285,3,648,969,997,2,8,2000,NoRidge,Gd,Gd,Gd,Fin,PConc,Ex,BuiltIn,BrkFace,Unf
542,213250,7,1680,2,583,1650,1680,2,7,1998,NWAmes,Gd,Gd,Ex,Fin,PConc,Ex,Attchd,None,LwQ
543,133000,7,767,1,367,723,767,1,4,1998,NAmes,TA,TA,Gd,Fin,PConc,Ex,Attchd,BrkFace,GLQ
544,179665,7,1496,2,426,654,664,2,7,2006,Gilbert,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,GLQ
545,229000,7,2183,3,786,1204,1377,2,9,1988,NWAmes,Gd,Gd,Gd,Unf,PConc,Gd,Attchd,BrkFace,GLQ
546,210000,6,1635,2,440,1065,915,1,6,1923,BrkSide,TA,TA,Gd,Unf,BrkTil,Ex,Detchd,None,Rec
547,129500,5,768,2,624,768,768,1,5,1970,Mitchel,TA,TA,Gd,Unf,CBlock,Ex,Detchd,None,ALQ
548,125000,5,825,2,720,825,825,1,4,1955,OldTown,TA,TA,TA,RFn,CBlock,TA,Detchd,None,LwQ
549,263000,7,2094,2,615,912,912,2,8,2003,Somerst,Gd,Gd,Gd,Fin,PConc,Ex,BuiltIn,None,Unf
550,140000,6,1069,2,440,1069,1069,2,4,1977,NPkVill,TA,TA,Gd,RFn,CBlock,TA,Attchd,None,ALQ
551,112500,5,928,1,288,928,928,1,5,1957,OldTown,TA,TA,TA,Fin,CBlock,Gd,Attchd,None,Rec
552,255500,8,1717,3,908,1709,1717,2,7,2006,NridgHt,Gd,Gd,Ex,RFn,PConc,Ex,Attchd,Stone,Unf
553,108000,4,1126,2,520,0,1126,2,5,1949,Edwards,TA,Gd,,Fin,CBlock,Ex,Detchd,None,
554,284000,7,2046,3,871,998,1006,2,8,2003,NridgHt,Gd,Gd,Gd,RFn,PConc,Ex,BuiltIn,BrkFace,GLQ
555,113000,5,1048,1,280,993,1048,1,5,1922,BrkSide,TA,TA,TA,Unf,BrkTil,TA,Detchd,None,Unf
556,141000,5,1092,1,299,1092,1092,1,6,1957,NAmes,TA,TA,TA,Fin,CBlock,TA,Attchd,None,Rec
557,108000,4,1336,1,570,637,897,1,7,1920,IDOTRR,TA,TA,TA,Unf,CBlock,Gd,CarPort,None,Rec
558,175000,7,1446,2,406,729,729,2,6,1996,Gilbert,TA,TA,Gd,Unf,PConc,Ex,Attchd,None,GLQ
559,234000,7,1557,2,420,1374,1557,2,7,2003,Blmngtn,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,BrkFace,Unf
560,121500,5,1392,2,528,1392,1392,1,5,1957,Sawyer,TA,TA,Gd,Unf,CBlock,TA,Detchd,BrkFace,ALQ
561,170000,5,1389,2,418,1389,1389,1,6,1974,Mitchel,TA,TA,Gd,RFn,CBlock,Gd,Attchd,None,ALQ
562,108000,5,996,0,0,996,996,1,6,1940,Edwards,TA,TA,TA,,CBlock,Ex,,None,BLQ
563,185000,6,1674,2,396,1163,1163,2,8,1918,Edwards,TA,TA,Gd,Fin,BrkTil,Ex,Detchd,None,Unf
564,268000,7,2295,2,590,1095,1166,2,9,1992,NoRidge,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,GLQ
565,128000,6,1647,1,216,806,841,1,6,1915,SWISU,TA,Fa,Gd,Unf,PConc,TA,Detchd,None,Unf
566,325000,9,2504,3,656,1122,1134,2,11,2005,StoneBr,Gd,Ex,Gd,Fin,PConc,Ex,BuiltIn,BrkFace,Unf
567,214000,7,1535,2,532,1517,1535,2,7,2004,NridgHt,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
568,316600,8,2132,2,612,1496,1496,1,5,1983,SawyerW,Gd,Gd,Gd,Fin,CBlock,Ex,BuiltIn,None,GLQ
569,135960,5,943,2,600,943,943,1,4,1979,NAmes,TA,TA,Gd,Unf,CBlock,TA,Detchd,None,GLQ
570,142600,5,1728,2,576,1728,1728,2,10,1965,NAmes,TA,TA,TA,Unf,CBlock,TA,Detchd,BrkFace,LwQ
571,120000,6,864,1,288,864,864,1,4,1959,NAmes,TA,Gd,TA,Unf,CBlock,Ex,Attchd,BrkFace,BLQ
572,224500,7,1692,2,650,846,846,2,6,2009,Timber,TA,Gd,Ex,RFn,PConc,Gd,Attchd,None,Unf
573,170000,7,1430,2,400,384,774,2,8,2000,Gilbert,TA,TA,Gd,RFn,PConc,Ex,BuiltIn,None,Unf
574,139000,5,1109,1,288,372,576,1,5,1971,NAmes,TA,TA,TA,Unf,CBlock,TA,BuiltIn,BrkFace,ALQ
575,118500,5,1216,1,336,832,832,1,6,1947,NAmes,TA,TA,TA,Unf,CBlock,TA,Detchd,None,Rec
576,145000,7,1477,1,216,861,877,2,6,1928,SWISU,TA,TA,TA,Unf,BrkTil,Gd,Detchd,None,Unf
577,164500,5,1320,2,564,1164,1320,1,6,1966,Sawyer,TA,TA,TA,RFn,CBlock,Ex,Attchd,BrkFace,LwQ
578,146000,7,1392,2,540,689,703,2,5,2007,Somerst,Gd,Gd,Gd,Unf,PConc,Ex,Detchd,None,Unf
579,131500,5,1795,1,352,1050,1050,2,7,1954,OldTown,TA,TA,TA,Unf,BrkTil,Ex,Attchd,BrkFace,Unf
580,181900,6,1429,2,572,1144,1429,1,7,1960,NAmes,TA,Gd,TA,Unf,CBlock,Ex,Attchd,BrkFace,BLQ
581,253293,8,2042,3,1390,2042,2042,2,8,2008,NridgHt,Ex,Ex,Ex,RFn,PConc,Ex,Attchd,BrkFace,Unf
582,118500,6,816,0,0,816,816,1,5,1990,Edwards,TA,TA,Gd,,CBlock,TA,,BrkFace,GLQ
583,325000,10,2775,2,880,1237,1521,3,9,1893,OldTown,Ex,Gd,TA,Unf,BrkTil,Gd,Detchd,None,Unf
584,133000,4,1573,1,240,884,989,1,6,1935,BrkSide,TA,Gd,TA,Unf,BrkTil,Ex,Detchd,None,Unf
585,369900,8,2028,3,880,1868,2028,2,7,2005,Timber,Gd,Gd,Ex,RFn,PConc,Ex,Attchd,BrkFace,GLQ
586,130000,6,838,1,275,816,838,1,5,1918,BrkSide,TA,Fa,TA,Fin,BrkTil,Ex,Detchd,None,Rec
587,137000,5,860,2,528,840,860,1,4,1982,Sawyer,TA,TA,TA,Unf,CBlock,TA,Detchd,None,ALQ
588,143000,5,1473,1,452,1437,1473,1,5,1968,ClearCr,TA,Ex,TA,Unf,CBlock,Ex,Attchd,None,GLQ
589,79500,5,935,1,308,742,779,1,4,1930,BrkSide,TA,TA,TA,Unf,BrkTil,TA,Detchd,None,Unf
590,185900,7,1582,2,520,770,770,2,6,2004,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,GLQ
591,451950,10,2296,3,842,1722,1728,2,10,2008,NridgHt,Ex,Ex,Ex,RFn,PConc,Ex,BuiltIn,Stone,GLQ
592,138000,5,816,2,816,816,816,1,4,1982,Mitchel,TA,TA,TA,Fin,PConc,Ex,Detchd,None,GLQ
593,140000,6,848,2,420,848,848,1,4,2003,CollgCr,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,BrkFace,GLQ
594,110000,5,924,1,280,924,924,1,5,1975,CollgCr,TA,TA,Gd,Unf,CBlock,TA,Detchd,None,Unf
595,319000,8,1826,3,758,1814,1826,2,7,2005,StoneBr,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,BrkFace,GLQ
596,114504,6,1368,1,216,684,684,1,7,1910,OldTown,TA,TA,TA,Unf,CBlock,Ex,Detchd,None,Unf
597,194201,7,1402,3,648,1258,1402,0,7,2006,Blmngtn,Gd,Gd,Ex,Fin,PConc,Ex,Attchd,BrkFace,Unf
598,217500,5,1647,2,621,1430,1647,2,7,1977,Crawfor,TA,Gd,Gd,Fin,CBlock,Ex,Attchd,BrkFace,ALQ
599,151000,6,1556,2,452,716,716,2,6,1980,Blueste,TA,TA,Gd,Fin,CBlock,TA,Attchd,None,LwQ
600,275000,8,1904,2,736,1058,1058,2,8,2005,NridgHt,Gd,Ex,Gd,Fin,PConc,Ex,BuiltIn,BrkFace,GLQ
601,141000,6,1375,1,544,780,780,1,6,1937,IDOTRR,TA,Gd,TA,Unf,PConc,TA,Detchd,None,Unf
602,220000,8,1915,2,506,908,927,2,8,1992,SawyerW,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,None,GLQ
603,151000,7,1200,2,480,600,600,2,4,2004,Somerst,Gd,Gd,Gd,RFn,PConc,Ex,Detchd,None,Unf
604,221000,7,1494,2,530,1494,1494,2,6,2002,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
605,205000,7,1986,2,486,768,1186,2,7,1965,NAmes,TA,TA,TA,Unf,CBlock,TA,Attchd,BrkFace,BLQ
606,152000,5,1040,2,576,1040,1040,1,6,1996,CollgCr,TA,Gd,Gd,Unf,PConc,Gd,Detchd,None,GLQ
607,225000,5,2008,1,230,896,1112,3,8,1948,Edwards,TA,Ex,TA,Unf,CBlock,Ex,Attchd,None,GLQ
608,359100,8,3194,2,380,965,1940,2,10,1934,Crawfor,TA,TA,Gd,Unf,PConc,TA,Basment,None,BLQ
609,118500,4,1029,1,261,1029,1029,1,5,1961,Sawyer,TA,TA,TA,Unf,CBlock,Gd,Attchd,BrkCmn,Rec
610,313000,9,2153,3,736,1440,1476,2,8,2000,CollgCr,Gd,Ex,Ex,Fin,PConc,Ex,Attchd,BrkFace,GLQ
611,148000,6,1032,2,564,1032,1032,2,6,1978,NWAmes,TA,TA,Gd,Unf,CBlock,TA,Attchd,BrkFace,ALQ
612,261500,8,1872,2,531,1299,1299,2,7,2001,CollgCr,Gd,Ex,Gd,RFn,PConc,Ex,BuiltIn,BrkFace,GLQ
613,147000,5,1120,0,0,1120,1120,1,6,2007,Mitchel,TA,TA,Gd,,PConc,Ex,,None,ALQ
614,75500,4,630,0,0,630,630,1,3,1972,MeadowV,TA,TA,Gd,,CBlock,Ex,,None,LwQ
615,137500,6,1054,2,480,936,1054,1,6,1963,NAmes,TA,Gd,TA,RFn,PConc,Ex,Attchd,BrkFace,GLQ
616,183200,6,1509,2,393,783,807,2,7,2002,Gilbert,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,None,GLQ
617,105500,6,832,2,528,832,832,1,4,1954,NAmes,TA,Gd,TA,Unf,CBlock,Gd,Detchd,None,Unf
618,314813,9,1828,3,774,1822,1828,2,9,2007,NridgHt,Ex,Gd,Ex,Unf,PConc,Ex,Attchd,BrkFace,GLQ
619,305000,8,2262,3,749,1482,1482,2,10,2003,Timber,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,Stone,GLQ
620,67000,3,864,0,0,864,864,1,5,1914,Edwards,TA,TA,TA,,BrkTil,TA,,None,BLQ
